Id,BIRTHDATE,SSN,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,non-adherence
9b286917-8a4b-4ea7-803e-21578f6882e1,1957-02-22,999-20-7450,Golden321,Ebert178,white,nonhispanic,F,Lowell  Massachusetts  US,916 Weber Meadow,Springfield,Massachusetts,1326062.96,9846.52,1.0
d2157fd6-bfa4-49e4-9c53-e6baf30f3ff8,1994-08-16,999-71-3532,Morton637,Smith67,white,nonhispanic,M,Revere  Massachusetts  US,273 Kassulke Ranch,Blackstone,Massachusetts,622863.37,3537.2,1.0
79a4b9ad-e5a8-46e2-ae1d-ea32a915b73c,1974-05-04,999-66-7894,Agustin437,Vandervort697,white,nonhispanic,M,Malden  Massachusetts  US,958 Murphy Grove Apt 53,Wilbraham,Massachusetts,999894.46,3938.94,1.0
8be68b2d-8054-4882-8715-65297d36767a,1988-05-12,999-15-5114,James276,McClure239,white,nonhispanic,F,Somerville  Massachusetts  US,385 D'Amore Byway Unit 19,Westport,Massachusetts,107600.37,14031.179999999998,1.0
f4946dee-9d49-456b-bdf5-5a8c999a666d,1963-09-03,999-58-7849,Wendy149,Franecki195,white,nonhispanic,F,Boston  Massachusetts  US,1021 Zemlak Gate,Boston,Massachusetts,1386830.89,8616.72,1.0
5bf2b18d-fcdc-4ac8-9b39-e623eaad226e,1978-09-03,999-42-9891,Nanci249,Schaden604,white,nonhispanic,F,Boston  Massachusetts  US,602 Kuvalis Fork Apt 86,Weston,Massachusetts,843450.29,10840.759999999998,1.0
2d350bad-f546-4799-b04a-32236b4b3930,1923-05-15,999-87-1875,Lucilla742,Durgan499,white,nonhispanic,F,Boston  Massachusetts  US,749 Greenholt Gardens Unit 68,West Springfield,Massachusetts,1401523.84,47071.2,1.0
8bf92fdc-0cff-4945-b5a9-7fb8ddbee686,1957-02-22,999-39-3016,Glenna97,Schuster709,white,nonhispanic,F,Woburn  Massachusetts  US,402 Fay Ville,Springfield,Massachusetts,1462217.39,6785.169999999999,1.0
4a757679-50a3-4392-8929-bec0876f4744,1937-09-07,999-25-5156,Salvador46,Lang846,white,nonhispanic,M,Beverly  Massachusetts  US,1003 Grimes Dam Unit 56,Fairhaven,Massachusetts,1799516.29,26991.45,1.0
a0be3e9c-2d82-4145-9f71-c15e1f47fe70,1994-05-14,999-79-6495,Millie392,Crooks415,white,nonhispanic,F,Mashpee  Massachusetts  US,480 Jast Ramp Apt 20,Dennis,Massachusetts,586665.4400000001,4665.61,1.0
46d3a308-7383-47ff-802c-c97bfd727720,1958-05-07,999-46-2132,Antonio44,Abshire638,white,nonhispanic,M,Athol  Massachusetts  US,222 Corwin Track Suite 45,Boston,Massachusetts,1594802.1,4238.84,1.0
354aefa8-0bd5-4943-8f93-505cf038d48a,1970-12-24,999-43-9288,Zachariah133,Maggio310,white,nonhispanic,M,Boston  Massachusetts  US,365 Maggio Parade,Wilbraham,Massachusetts,1074461.93,11143.68,1.0
94e0ed9f-bbff-4acf-b711-a04563dd6c3a,1964-02-21,999-51-5246,Guillermina633,Orellana194,white,hispanic,F,Guatemala City  Guatemala  GT,245 McLaughlin Lane,Rehoboth,Massachusetts,1347057.57,10883.71,1.0
a254d489-0441-4522-bde6-c59e583bb8f7,1958-09-17,999-94-8684,Oneida64,Kessler503,white,nonhispanic,F,Worcester  Massachusetts  US,522 Pagac Gateway Suite 31,New Bedford,Massachusetts,1354446.09,13257.389999999998,1.0
85670231-0fce-4e52-8b4f-051a3019f867,1954-07-02,999-28-9019,Teri144,Fritsch593,white,nonhispanic,F,East Longmeadow  Massachusetts  US,523 Prosacco Center,Wakefield,Massachusetts,1021207.46,5098.73,1.0
e7ff5cca-b90d-426c-a683-fef2fcb80da4,2009-08-20,999-51-3749,Alberto639,Casárez469,white,hispanic,M,Caracas  Capital District  VE,1032 Koch Gardens,Sharon,Massachusetts,284231.04,2454.04,0.0
ea473936-37a3-4493-a603-e59435cf321e,2004-02-26,999-85-4611,Simona661,McCullough561,white,nonhispanic,F,Turin  Piedmont  IT,561 Ullrich Fork,Stoneham,Massachusetts,389731.99,3222.28,1.0
2335bebd-0843-4322-9585-8ab90f49def3,1996-12-17,999-35-3112,Sandra485,Hoppe518,black,nonhispanic,F,Fall River  Massachusetts  US,967 Rodriguez Parade,Sudbury,Massachusetts,518630.05,20901.76,1.0
bfb101aa-8d36-422b-8e5c-b7275d279de0,1958-05-07,999-18-2382,Teodoro374,Dooley940,white,nonhispanic,M,Tewksbury  Massachusetts  US,801 Block Lane Apt 35,Boston,Massachusetts,1272094.65,5267.759999999999,1.0
9e5a9e59-cfe3-42de-8c2e-76ef7e2efa5f,1923-05-15,999-94-2927,Katlyn29,Bashirian201,white,nonhispanic,F,Westfield  Massachusetts  US,805 Toy Parade Unit 87,West Springfield,Massachusetts,1551569.43,19327.54,1.0
45ad6c75-7808-4f70-9c80-0db44f681e55,2007-06-28,999-68-6438,José Eduardo181,Meraz691,white,hispanic,M,Ponce  Puerto Rico  PR,764 Feil Route,Boston,Massachusetts,279538.4,3091.48,0.0
eace3e22-6c51-460c-bd0f-3cf0b65113fe,1980-03-16,999-80-6794,Fletcher87,Spinka232,white,hispanic,M,Northbridge  Massachusetts  US,448 Langworth Trailer Suite 29,West Springfield,Massachusetts,123556.1,3758.0,0.0
a7b167c9-6230-4a8f-b808-9ada2dd35973,1984-01-15,999-49-3277,Leatha675,Adams676,white,nonhispanic,F,Raynham  Massachusetts  US,468 Smitham Union Suite 32,Middleborough,Massachusetts,763933.2,9161.52,1.0
7756182f-6a65-4d6a-91cb-18971b127606,2017-10-22,999-91-8339,Erika442,Rosenbaum794,white,nonhispanic,F,Worcester  Massachusetts  US,783 Hessel Knoll,Manchester-by-the-Sea,Massachusetts,64253.64,1355.76,0.0
92d23553-700d-488f-83a5-2ba9b9544295,1984-11-22,999-84-6699,Cristie97,Johnson679,asian,nonhispanic,F,Hanoi  Hà Đông  VN,314 Gutmann Dale Suite 8,Lowell,Massachusetts,780160.45,5992.759999999999,1.0
fc01de6d-c784-4fcb-b85a-a996326f687d,1971-12-23,999-89-4658,Tempie784,Bernhard322,white,nonhispanic,F,Sturbridge  Massachusetts  US,379 Morissette Road,Mashpee,Massachusetts,1132510.43,7687.719999999998,0.0
6e4842fd-bb5f-4c15-a198-52deb8f7706a,2004-08-08,999-88-3325,Chelsey293,O'Reilly797,white,nonhispanic,F,New Bedford  Massachusetts  US,109 O'Conner Grove,North Andover,Massachusetts,381094.56,2773.16,0.0
47520f8d-0b71-4fa3-9b7a-bb473e66f1b6,1940-11-15,999-21-3444,Joe656,Howe413,white,nonhispanic,M,Boston  Massachusetts  US,494 Ondricka Vista Unit 61,Provincetown,Massachusetts,1456008.46,6946.799999999999,1.0
59669e7c-0190-4cbf-9e27-4898f1a35d03,1986-01-31,999-65-7058,Julio255,Juárez383,white,hispanic,M,Caracas  Capital District  VE,1013 Skiles Trafficway Unit 29,North Brookfield,Massachusetts,117598.5,29577.47,1.0
88587157-4de8-4459-b6d4-fd571b847575,1980-05-31,999-98-2128,Leola603,Gulgowski816,white,nonhispanic,F,Boston  Massachusetts  US,177 Schumm Mews,South Hadley,Massachusetts,902044.6,8733.409999999998,1.0
3b95da79-b5aa-419a-9558-f4627b02ae3a,1958-12-03,999-47-1693,Millard193,Stamm704,black,nonhispanic,M,Wakefield  Massachusetts  US,700 Quigley Mission,Lynn,Massachusetts,1293065.71,5771.879999999999,1.0
99b1c709-00fc-4be2-97ba-a6222e567305,1992-10-05,999-72-9974,Forrest301,Jacobs452,white,hispanic,M,Wrentham  Massachusetts  US,722 Ullrich Promenade,Everett,Massachusetts,733205.81,2664.8,1.0
cde60f66-8df0-4bc6-8056-2ec5ba2cd638,2009-09-19,999-28-8023,Latisha994,Pagac496,white,nonhispanic,F,South Hadley  Massachusetts  US,1016 West Hollow,Andover,Massachusetts,271923.74,2592.36,0.0
c6ec6d93-8834-4242-8a1a-dd62ae4563b0,2004-03-07,999-61-3577,Samual455,Prosacco716,white,nonhispanic,M,Marblehead  Massachusetts  US,322 Marks Rue Suite 15,Fitchburg,Massachusetts,355088.6,5236.469999999999,0.0
c2f724e1-8d93-49d0-b953-e058bfbd2ae7,2004-12-23,999-92-4146,Dorotea472,Montez99,white,hispanic,F,San Salvador  El Salvador  SV,717 Corwin Fork,Worcester,Massachusetts,316333.63,3062.28,1.0
52729daa-66a1-42d6-96c0-691a2d89e819,1923-05-15,999-69-1523,Cheryll577,Luettgen772,white,nonhispanic,F,Winchester  Massachusetts  US,927 Waters Trailer Suite 31,West Springfield,Massachusetts,1559513.57,26110.57,1.0
5be0e71b-5810-4d2f-8a9d-bc7a4c200888,1993-02-25,999-91-6206,Drew592,Lind531,white,nonhispanic,M,East Longmeadow  Massachusetts  US,948 Heaney Junction Apt 9,Hatfield,Massachusetts,622133.64,3173.88,1.0
bc95d200-52fc-49cd-b128-8f4150cb4714,2010-11-06,999-93-4178,Will178,Haley279,white,nonhispanic,M,Holyoke  Massachusetts  US,1071 Von Course,Lakeville,Massachusetts,230483.98,2517.36,0.0
79f7403a-15f5-425b-8c0a-fdf26e7c926b,1950-07-18,999-45-7694,Callie226,Macejkovic424,white,nonhispanic,F,Webster  Massachusetts  US,1094 Treutel Alley,Montague,Massachusetts,1404243.49,19122.52,1.0
f25be418-dc57-4c06-855c-b0e6315e4189,1966-03-16,999-56-8425,Dannielle300,Cormier289,white,nonhispanic,F,Springfield  Massachusetts  US,884 Volkman Glen,Westfield,Massachusetts,625541.72,6267.719999999999,0.0
79d7013f-d845-4184-ba3e-956ddcea0fc4,1980-02-14,999-85-3976,Lenny728,Turcotte120,white,nonhispanic,M,Milford  Massachusetts  US,904 Braun Avenue,Beverly,Massachusetts,979374.12,8929.999999999998,1.0
cbe65a5a-507c-4f7f-9edf-cd2c8a934c42,1963-07-14,999-88-8132,Angila948,Huel628,white,nonhispanic,F,Milford  Massachusetts  US,842 Hartmann Junction Suite 52,Fitchburg,Massachusetts,1285614.55,5946.919999999999,1.0
4e169876-06be-4151-9ae1-b5568765ee13,1999-04-21,999-45-1693,Olene159,Greenholt190,black,hispanic,F,Peabody  Massachusetts  US,289 Brown Glen Unit 6,Revere,Massachusetts,433901.59,3037.24,1.0
04dff6e5-123a-4c13-bd08-ad690d287173,1999-09-28,999-69-8285,Hyman89,Labadie908,white,nonhispanic,M,Plymouth  Massachusetts  US,1004 Osinski Branch Apt 60,Cambridge,Massachusetts,545064.67,2791.48,0.0
b2888f4d-5623-43c7-b010-3678e2f4f82a,1992-01-22,999-23-2047,Lula998,Schulist381,white,nonhispanic,F,Easton  Massachusetts  US,1041 Jacobs Way,Haverhill,Massachusetts,583480.4,4017.08,0.0
608e39b8-367a-48d6-afc6-244e4c19c849,1939-06-11,999-44-2048,Broderick767,Kozey370,white,nonhispanic,M,Woburn  Massachusetts  US,427 Wyman Lane,Northbridge,Massachusetts,1380832.76,4910.28,1.0
aeca5d2f-fa40-4b20-b684-052a771faa5c,2000-02-26,999-54-7058,Soraya693,Koss676,white,nonhispanic,F,Belchertown  Massachusetts  US,566 Williamson Run Suite 85,Swansea,Massachusetts,513399.99,4505.48,1.0
3e89db15-7c8d-464c-8ed6-e1535438ca83,1959-01-19,999-11-8188,Elena945,McDermott739,white,nonhispanic,F,Boxford  Massachusetts  US,765 Spencer Orchard,Cambridge,Massachusetts,1509802.51,10432.069999999998,1.0
431971f5-a39f-44f8-9ef9-10502db973c9,2002-02-17,999-43-3457,Heide509,Walsh511,white,nonhispanic,F,Ware  Massachusetts  US,849 Hahn Key Unit 41,Lynn,Massachusetts,4682.139999999999,0.0,
74f2ee46-fb61-4ab8-98f8-b123c2b62d2e,1995-10-13,999-11-3522,Jon665,Zboncak558,white,hispanic,M,Haverhill  Massachusetts  US,914 Hyatt Loaf,North Andover,Massachusetts,535785.53,4592.38,1.0
a7f4200a-4180-417e-ab16-8daace8bf368,2011-12-25,999-67-9122,Coleman27,Zboncak558,asian,nonhispanic,M,Seoul  Seoul  KR,631 Corkery Alley Apt 65,Plainville,Massachusetts,171865.39,2294.04,0.0
f9734dd4-254c-456d-afec-f6387478407d,1989-03-22,999-14-6319,Tianna963,Lehner980,white,nonhispanic,F,Barnstable  Massachusetts  US,971 Pfannerstill Trace Suite 36,Northampton,Massachusetts,19810.36,613.28,1.0
191888f1-bdcf-4889-929f-79962b0417e0,1980-06-02,999-79-9192,Nickolas58,Lebsack687,white,nonhispanic,M,Burlington  Massachusetts  US,885 Hackett Dale Suite 72,Natick,Massachusetts,1059528.98,2741.44,0.0
e50b072e-667e-4a60-8445-ef48ac9d2be7,1984-07-16,999-50-9340,Wilber603,Sanford861,white,nonhispanic,M,Cambridge  Massachusetts  US,154 Howe Club Suite 89,Bridgewater,Massachusetts,908140.16,3619.68,0.0
ba190ea7-9318-4b89-a17a-907a71ef24fa,1923-05-15,999-23-2661,Etta748,Adams676,white,nonhispanic,F,Lynn  Massachusetts  US,280 Wiegand Avenue,West Springfield,Massachusetts,1519514.57,34660.11,1.0
4b92e3f1-b92b-48ec-9baa-2905409d1743,2015-09-18,999-27-7943,Demetrice140,Zieme486,white,nonhispanic,F,Revere  Massachusetts  US,856 Yundt Harbor Suite 60,Belchertown,Massachusetts,120500.54,2024.88,1.0
defd47cc-95c0-4302-a284-6038e986d672,1939-06-11,999-43-6557,Morton637,Hoppe518,white,nonhispanic,M,Methuen  Massachusetts  US,506 Weissnat Green,Northbridge,Massachusetts,1651405.33,7410.959999999999,1.0
7c18105e-5f61-44f5-b47a-c1a8b83f542b,1992-10-09,999-95-8932,Bennie663,Rutherford999,asian,nonhispanic,M,Dennis  Massachusetts  US,373 Erdman Junction Apt 44,Revere,Massachusetts,633004.69,2748.92,0.0
f8f79900-d474-43e5-8b45-ef83fd7ab547,1992-06-27,999-73-5900,Clorinda310,Williamson769,white,nonhispanic,F,Newton  Massachusetts  US,319 McKenzie Bypass Unit 36,Milton,Massachusetts,595909.17,8968.239999999998,1.0
9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,1999-05-24,999-91-6914,Ardath226,Spinka232,white,nonhispanic,F,Templeton  Massachusetts  US,934 Little Crossroad Apt 52,Fitchburg,Massachusetts,590920.72,2920.64,1.0
efa3e04c-ec23-46e4-9431-a73492ad32a5,1946-01-24,999-15-8438,Wilma646,Crooks415,white,nonhispanic,F,Springfield  Massachusetts  US,914 Wyman Dam,Waltham,Massachusetts,225558.91,26118.99,1.0
e3386a13-d652-45fe-abd9-f01d1b023e6f,1965-10-19,999-36-5986,Tomeka87,Gaylord332,white,nonhispanic,F,Lowell  Massachusetts  US,578 Welch Trace Unit 19,Bridgewater,Massachusetts,1225181.88,6315.2,1.0
6546e352-50ed-478f-961b-fa093478c14e,1986-03-11,999-27-3427,Von197,Haley279,white,nonhispanic,M,Everett  Massachusetts  US,816 Dickinson Union Apt 15,Brookline,Massachusetts,830702.61,4258.81,1.0
de767c9e-3131-4d1a-9eed-fdd86a15d459,1924-12-27,999-71-9904,Eura647,Ferry570,white,nonhispanic,F,Montague  Massachusetts  US,769 DuBuque Corner,Stoughton,Massachusetts,395778.57,13667.559999999998,1.0
c1de8dc8-87e2-4016-8b95-fdc64c3bc78d,1923-05-15,999-87-1248,Francisca486,Turner526,white,nonhispanic,F,Greenfield  Massachusetts  US,528 Swift Run Apt 95,West Springfield,Massachusetts,1452293.35,18500.75,1.0
3e234e30-d471-4c3e-b433-220f2aa4a91d,1962-10-18,999-58-2666,Douglas31,Kunde533,white,nonhispanic,M,Abington  Massachusetts  US,266 Spencer Mission,Ipswich,Massachusetts,171187.82,24622.29,1.0
da80e506-8671-42e8-98da-2ddcb06e7ffb,1998-10-14,999-66-7353,Lonnie913,Haley279,white,nonhispanic,M,Sharon  Massachusetts  US,201 Dietrich Mall Suite 96,Hopkinton,Massachusetts,545746.68,3486.4,0.0
8078aad5-fcac-4b51-b498-fbf8340db8a6,1998-10-07,999-19-7554,Jeni110,Roob72,white,nonhispanic,F,Dartmouth  Massachusetts  US,373 Bosco Plaza,North Attleborough,Massachusetts,574765.0,2994.8,1.0
ed55adb7-3395-4c69-a0b8-b85936c1731c,1977-12-10,999-13-6445,Rudy520,Baumbach677,white,nonhispanic,F,Wrentham  Massachusetts  US,682 Tromp Boulevard,Worcester,Massachusetts,956898.95,7960.879999999998,1.0
9e081e53-a748-47c5-8e36-d9c858d23c14,1939-06-11,999-15-3014,Elroy493,Roberts511,white,nonhispanic,M,Acton  Massachusetts  US,620 Konopelski Way,Northbridge,Massachusetts,1558500.91,8143.539999999999,1.0
da2e9adf-583c-4905-91ec-64f162699409,1973-02-27,999-76-5436,Seema671,Kertzmann286,white,nonhispanic,F,Westwood  Massachusetts  US,353 Ryan Grove Apt 30,Fall River,Massachusetts,1085471.53,9543.12,1.0
ee1ad3fc-c1a2-4883-bb76-c740059a1feb,1996-05-17,999-16-4571,Rey54,Brown30,white,nonhispanic,M,Saugus  Massachusetts  US,368 Ledner Trace,Newburyport,Massachusetts,580233.73,3602.2,0.0
affb8a9e-4a9a-46e7-a94b-e9c90b25f444,2002-01-14,999-31-3411,Phil587,Mante251,white,hispanic,M,Pepperell  Massachusetts  US,370 Osinski Flat Apt 92,Kingston,Massachusetts,426199.25,6895.999999999998,0.0
0b6a83ae-fcb1-4b75-9ffa-d52898167d66,1989-08-05,999-66-3950,Shirley182,Wunsch504,white,nonhispanic,M,Plymouth  Massachusetts  US,380 Schamberger Mall,New Bedford,Massachusetts,13891.61,0.0,0.0
8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,2015-08-06,999-43-7577,Latonia966,Watsica258,white,nonhispanic,F,Grafton  Massachusetts  US,1092 Lowe Alley,Wareham,Massachusetts,103108.83,2004.04,0.0
c1cfae08-b141-40ea-a8bb-78c46cde0f3c,1946-01-24,999-47-6710,Mittie376,Rice937,white,nonhispanic,F,Scituate  Massachusetts  US,377 Jakubowski Flat,Waltham,Massachusetts,252907.62,30219.48,1.0
badf923b-91ff-4838-b9f4-94c80a6931f8,1987-06-18,999-95-8946,Anton902,Heathcote539,white,nonhispanic,M,Seekonk  Massachusetts  US,1070 Reichert Wall Apt 55,Cambridge,Massachusetts,793700.89,4110.44,1.0
0edbb001-5914-42b6-9194-0a3c753b5c25,1967-07-14,999-57-2540,Wenona350,Konopelski743,black,nonhispanic,F,Holyoke  Massachusetts  US,755 Blanda Quay,Boston,Massachusetts,175504.42,29223.88,1.0
128d5c93-dfce-49a1-8d08-e9b24abcb4db,2015-09-03,999-19-4863,Tifany477,Wilderman619,black,nonhispanic,F,Worcester  Massachusetts  US,975 Murphy Tunnel Apt 27,Plymouth,Massachusetts,101192.09,1949.88,0.0
dcdc32d2-4c93-4509-b9e0-be4c5b5744eb,1995-04-12,999-16-6407,Clinton763,Monahan736,white,nonhispanic,M,Wilmington  Massachusetts  US,1023 Doyle Pathway Unit 21,Marlborough,Massachusetts,634811.89,3573.88,0.0
0780f97f-e326-4e51-8b5c-3461eea70517,1939-06-11,999-89-5496,Bradford382,Barton704,white,nonhispanic,M,Wilmington  Massachusetts  US,467 Nader Pathway,Northbridge,Massachusetts,1418657.28,4673.599999999999,1.0
0149d553-f571-4e99-867e-fcb9625d07c2,1979-06-21,999-38-3166,Sophie40,Kessler503,white,hispanic,F,Upton  Massachusetts  US,826 Doyle Row Unit 23,Northborough,Massachusetts,911327.42,6713.479999999999,1.0
506c6137-e174-474f-85fb-41398ace5ef4,1976-05-01,999-64-6431,Nathanial472,Kuhic920,white,nonhispanic,M,Sharon  Massachusetts  US,236 Auer Rapid,Melrose,Massachusetts,1061797.87,3468.84,1.0
4fa58d5a-5acd-4629-ba8d-4524661d8b74,1955-05-06,999-13-8379,Vito638,Mraz590,white,nonhispanic,M,Lowell  Massachusetts  US,621 Tremblay Byway,Westport,Massachusetts,1645396.1,6234.48,1.0
eba0f292-1951-4af9-9f14-9d6e9db8e480,2007-08-06,999-48-3220,Eugena417,Kris249,white,nonhispanic,F,Concord  Massachusetts  US,652 Swaniawski Crossroad,Rochester,Massachusetts,36945.7,853.2799999999999,1.0
7ab8d08a-bdcd-471d-86b9-3c86f19d39ba,1967-10-29,999-78-6409,Lyndon118,Bins636,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,374 Reilly Light,Boston,Massachusetts,1265938.42,4241.28,1.0
df72fdee-e347-4c77-a3bb-074655dd67be,2016-10-28,999-40-6858,Barbera53,Legros616,white,nonhispanic,F,Waltham  Massachusetts  US,410 Homenick Lane,Duxbury,Massachusetts,95188.86,1549.9199999999998,1.0
b8c44adf-4307-4ce5-84e5-2eb98e6b17e2,1974-09-24,999-54-3196,Jorge203,Chapa957,white,hispanic,M,Ponce  Puerto Rico  PR,984 Kuhic Bay Apt 19,Agawam,Massachusetts,318987.37,1798.16,1.0
5846c531-ad71-4b34-9607-3a1022cddffa,2008-09-07,999-46-6114,Marty115,Abshire638,white,nonhispanic,F,Springfield  Massachusetts  US,728 Lynch Crossing,Weymouth,Massachusetts,254355.14,2962.32,0.0
bbd67ecb-c7fd-4965-853b-d59f385424ab,1993-09-20,999-59-5848,Asa127,Block661,white,nonhispanic,M,Oakham  Massachusetts  US,140 Rohan Street Suite 50,Boston,Massachusetts,644307.87,3215.56,0.0
7d3adf8f-e840-4480-8353-584d743081b3,1967-12-10,999-45-3980,Valene773,Rippin620,black,nonhispanic,F,Medfield  Massachusetts  US,231 Gerhold Skyway,Salem,Massachusetts,1154290.95,6064.15,1.0
d10ef59e-2231-467e-bbd0-c76c73f04f95,1988-03-22,999-91-1484,Sixta311,Wyman904,white,nonhispanic,F,Danvers  Massachusetts  US,836 McClure Row,Hanover,Massachusetts,666064.74,3450.44,1.0
5d4057c5-e455-4ab1-aea6-3371566cd862,1939-06-11,999-44-5249,Ty725,Beatty507,white,nonhispanic,M,Pembroke  Massachusetts  US,712 Schuppe Ramp Unit 0,Northbridge,Massachusetts,1267143.05,4178.599999999999,1.0
94aef7c4-e4a1-47df-8467-1be7a64ad884,2011-10-05,999-92-8067,Mike230,Hahn503,white,nonhispanic,M,Weymouth  Massachusetts  US,833 Runolfsson Hollow,Amesbury,Massachusetts,216420.0,2334.04,0.0
851275c6-bc90-4e95-a9a7-6f42111be448,1974-09-24,999-80-8226,Ignacio928,Regalado83,white,hispanic,M,Mexico City  Mexico City  MX,496 Hackett Extension Apt 9,Agawam,Massachusetts,941419.96,6004.239999999999,1.0
29265f8e-2df1-46cd-8689-e9cbbced50f4,2007-10-05,999-69-4016,Danny396,Windler79,white,nonhispanic,M,Boston  Massachusetts  US,454 Crooks Divide Unit 13,Plymouth,Massachusetts,319572.37,2919.84,0.0
80bf0f47-724a-4254-b3ec-d54c15ad83b9,2019-07-05,999-23-5953,Felton646,Labadie908,white,nonhispanic,M,Malden  Massachusetts  US,217 Wolf Parade Unit 45,Worcester,Massachusetts,22160.5,645.8,0.0
522feca0-e3fb-4867-9663-f699fbe4f7a1,1993-11-04,999-25-6957,Van763,Reinger292,white,nonhispanic,M,Falmouth  Massachusetts  US,886 Harber Boulevard Apt 55,Marlborough,Massachusetts,704865.21,3365.6,1.0
e901ce7f-cce0-46dc-b04f-45bd916c4cae,1976-09-06,999-61-9177,Vanita165,Conn188,white,nonhispanic,F,Lawrence  Massachusetts  US,421 Fritsch Throughway Suite 67,Wayland,Massachusetts,968399.71,7886.8499999999985,1.0
b109dfad-954d-4a5a-91ee-6581dfeb7f93,1969-10-07,999-25-4210,Daisy746,Dach178,white,nonhispanic,F,Somerset  Massachusetts  US,1094 Deckow Alley Apt 13,Lowell,Massachusetts,99685.91,9580.499999999998,1.0
9ec4030b-2529-4647-b325-b04c6b44874b,1969-07-16,999-39-7572,Sherrell611,Hodkiewicz467,white,nonhispanic,F,North Attleborough  Massachusetts  US,329 Cartwright Meadow,South Hadley,Massachusetts,1104505.85,9723.429999999998,1.0
afb2122f-e8e3-4ae4-9911-b8e2dc4f567d,1939-06-11,999-51-2974,Jorge203,Yundt842,white,nonhispanic,M,Amherst  Massachusetts  US,487 Ebert Glen Suite 7,Northbridge,Massachusetts,1615870.82,7576.0,1.0
9f0696f4-ab85-48f0-9d61-44c01893d2f0,1982-11-18,999-59-3542,Tawny381,Purdy2,white,nonhispanic,F,Palmer  Massachusetts  US,342 Turcotte Stravenue,Longmeadow,Massachusetts,881152.6799999999,11207.44,1.0
5afd4157-103e-4838-9166-22c8a7104b30,1989-06-22,999-74-7391,Minta575,Graham902,white,nonhispanic,F,Boston  Massachusetts  US,590 Kutch Fork Suite 16,Cambridge,Massachusetts,777596.94,3458.88,0.0
447813c0-3e39-4eda-9012-38bb69f026c8,1962-10-05,999-37-9898,Minh326,Cummerata161,white,nonhispanic,M,Great Barrington  Massachusetts  US,708 Koepp Mews,Rockland,Massachusetts,1250261.1,4730.56,1.0
27a8b7b6-007d-4036-82a7-80a9ab670dcb,2005-04-13,999-63-3142,Jerrie417,Gislason620,white,nonhispanic,F,Worcester  Massachusetts  US,1090 Jerde Run Suite 28,Springfield,Massachusetts,309317.37,3111.44,0.0
499223b1-e26a-4e04-b258-afc9696be065,2007-04-04,999-53-8813,Paulita78,Goodwin327,white,nonhispanic,F,Sterling  Massachusetts  US,528 Lowe Lodge,Lowell,Massachusetts,25333.1,774.9599999999999,0.0
d00fc5dd-be0e-47aa-a52a-5cf9ee3a78b5,2002-11-27,999-12-8726,Maxwell782,Reichel38,white,nonhispanic,M,Braintree  Massachusetts  US,693 Greenfelder Annex Suite 77,Needham,Massachusetts,461699.37,2753.16,1.0
f77ee33d-ba6e-40f6-a0b5-74c22aedcb45,1986-07-10,999-29-2519,Amado512,Morar593,white,hispanic,M,Harwich  Massachusetts  US,826 Hermann Run Suite 37,Fall River,Massachusetts,860854.3200000001,4643.8,1.0
f186b9f3-8c70-4bbc-8335-4bb2ccca0a3c,1995-02-14,999-75-2260,Tanisha724,Schmidt332,white,nonhispanic,F,Haverhill  Massachusetts  US,905 Batz Avenue,Boston,Massachusetts,506472.1,4364.56,1.0
7e4e6d32-15cd-4d5f-a4cc-e5c95ab35eb0,1962-12-18,999-35-9139,Ellamae709,Bins636,white,nonhispanic,F,Lynn  Massachusetts  US,1075 Stokes Mall Apt 14,Ware,Massachusetts,1178238.58,15512.999999999998,1.0
841095eb-d29f-4492-8f0e-08011321e85d,2017-04-08,999-81-1909,Carlton317,Leffler128,asian,nonhispanic,M,Ipswich  Massachusetts  US,344 Feest Camp Suite 73,Wakefield,Massachusetts,17771.38,516.64,1.0
3f336702-bf73-4fc8-bd59-3ba77fd65d0d,1923-06-22,999-78-2157,Sanford861,Fritsch593,white,nonhispanic,M,Cohasset  Massachusetts  US,935 Rempel Trail,Brookline,Massachusetts,1689533.55,612223.8700000008,1.0
171508e4-8de0-4f33-b7d0-87b7ac4a8008,1958-09-22,999-25-9934,Gary33,Zulauf375,white,nonhispanic,M,Boston  Massachusetts  US,188 Baumbach Arcade Apt 78,Halifax,Massachusetts,1346066.31,12199.29,1.0
7342aaa6-55d8-46d0-bce6-9cef87395f54,1989-07-22,999-74-2394,Moses679,Greenholt190,white,nonhispanic,M,Clinton  Massachusetts  US,457 Russel Viaduct Unit 88,Haverhill,Massachusetts,781456.08,3057.24,0.0
6c7ce9c1-78a9-4b72-beff-366cf7aeef5c,1964-10-30,999-61-3628,Kellye282,Schuppe920,white,nonhispanic,F,Rehoboth  Massachusetts  US,772 Kassulke Bypass,Great Barrington,Massachusetts,175951.83,12482.95,1.0
